Game,Opponent,PlayerA_Score,PlayerB_Score,Cumulative_Score,CCs,DDs,Winner
10234,UCBPlayer,130,275,405,25,40,UCBPlayer
10235,UCBPlayer,105,210,315,10,65,UCBPlayer
10236,UCBPlayer,131,271,402,25,41,UCBPlayer
10237,UCBPlayer,105,210,315,10,65,UCBPlayer
10238,UCBPlayer,130,275,405,25,40,UCBPlayer
10239,UCBPlayer,105,210,315,10,65,UCBPlayer
10240,UCBPlayer,130,275,405,25,40,UCBPlayer
10241,UCBPlayer,103,203,306,10,68,UCBPlayer
10242,UCBPlayer,128,283,411,25,38,UCBPlayer
10243,UCBPlayer,111,186,297,10,71,UCBPlayer
10244,UCBPlayer,124,299,423,25,34,UCBPlayer
10245,UCBPlayer,115,170,285,10,75,UCBPlayer
10246,UCBPlayer,120,315,435,25,30,UCBPlayer
10247,UCBPlayer,119,154,273,10,79,UCBPlayer
10248,UCBPlayer,112,332,444,25,27,UCBPlayer
10249,UCBPlayer,127,137,264,10,82,UCBPlayer
10250,UCBPlayer,104,349,453,25,24,UCBPlayer
10251,UCBPlayer,126,126,252,7,85,Tie
10252,UCBPlayer,111,351,462,28,22,UCBPlayer
10253,UCBPlayer,116,126,242,3,87,UCBPlayer
10254,UCBPlayer,122,347,469,32,21,UCBPlayer
10255,UCBPlayer,107,132,239,0,87,UCBPlayer
10256,UCBPlayer,132,337,469,35,22,UCBPlayer
10257,UCBPlayer,103,148,251,0,83,UCBPlayer
10258,UCBPlayer,136,321,457,35,26,UCBPlayer
10259,UCBPlayer,99,164,263,0,79,UCBPlayer
10260,UCBPlayer,140,305,445,35,30,UCBPlayer
10261,UCBPlayer,95,180,275,0,75,UCBPlayer
10262,UCBPlayer,144,289,433,35,34,UCBPlayer
10263,UCBPlayer,91,196,287,0,71,UCBPlayer
10264,UCBPlayer,148,273,421,35,38,UCBPlayer
10265,UCBPlayer,87,212,299,0,67,UCBPlayer
10266,UCBPlayer,152,257,409,35,42,UCBPlayer
10267,UCBPlayer,84,224,308,0,64,UCBPlayer
10268,UCBPlayer,146,251,397,32,45,UCBPlayer
10269,UCBPlayer,89,234,323,3,60,UCBPlayer
10270,UCBPlayer,138,243,381,28,49,UCBPlayer
10271,UCBPlayer,97,242,339,7,56,UCBPlayer
10272,UCBPlayer,130,235,365,24,53,UCBPlayer
10273,UCBPlayer,105,250,355,11,52,UCBPlayer
10274,UCBPlayer,122,227,349,20,57,UCBPlayer
10275,UCBPlayer,109,259,368,15,49,UCBPlayer
10276,UCBPlayer,118,218,336,16,60,UCBPlayer
10277,UCBPlayer,117,267,384,19,45,UCBPlayer
10278,UCBPlayer,110,210,320,12,64,UCBPlayer
10279,UCBPlayer,126,271,397,23,42,UCBPlayer
10280,UCBPlayer,105,210,315,10,65,UCBPlayer
10281,UCBPlayer,130,275,405,25,40,UCBPlayer
10282,UCBPlayer,105,210,315,10,65,UCBPlayer
10283,UCBPlayer,130,275,405,25,40,UCBPlayer
10284,UCBPlayer,106,206,312,10,66,UCBPlayer
10285,UCBPlayer,130,275,405,25,40,UCBPlayer
10286,UCBPlayer,105,210,315,10,65,UCBPlayer
10287,UCBPlayer,131,271,402,25,41,UCBPlayer
10288,UCBPlayer,105,210,315,10,65,UCBPlayer
10289,UCBPlayer,130,275,405,25,40,UCBPlayer
10290,UCBPlayer,105,210,315,10,65,UCBPlayer
10291,UCBPlayer,130,275,405,25,40,UCBPlayer
10292,UCBPlayer,103,203,306,10,68,UCBPlayer
10293,UCBPlayer,128,283,411,25,38,UCBPlayer
10294,UCBPlayer,111,186,297,10,71,UCBPlayer
10295,UCBPlayer,124,299,423,25,34,UCBPlayer
10296,UCBPlayer,115,170,285,10,75,UCBPlayer
10297,UCBPlayer,120,315,435,25,30,UCBPlayer
10298,UCBPlayer,119,154,273,10,79,UCBPlayer
10299,UCBPlayer,112,332,444,25,27,UCBPlayer
10300,UCBPlayer,127,137,264,10,82,UCBPlayer
10301,UCBPlayer,104,349,453,25,24,UCBPlayer
10302,UCBPlayer,126,126,252,7,85,Tie
10303,UCBPlayer,111,351,462,28,22,UCBPlayer
10304,UCBPlayer,116,126,242,3,87,UCBPlayer
10305,UCBPlayer,122,347,469,32,21,UCBPlayer
10306,UCBPlayer,107,132,239,0,87,UCBPlayer
10307,UCBPlayer,132,337,469,35,22,UCBPlayer
10308,UCBPlayer,103,148,251,0,83,UCBPlayer
10309,UCBPlayer,136,321,457,35,26,UCBPlayer
10310,UCBPlayer,99,164,263,0,79,UCBPlayer
10311,UCBPlayer,140,305,445,35,30,UCBPlayer
10312,UCBPlayer,95,180,275,0,75,UCBPlayer
10313,UCBPlayer,144,289,433,35,34,UCBPlayer
10314,UCBPlayer,91,196,287,0,71,UCBPlayer
10315,UCBPlayer,148,273,421,35,38,UCBPlayer
10316,UCBPlayer,87,212,299,0,67,UCBPlayer
10317,UCBPlayer,152,257,409,35,42,UCBPlayer
10318,UCBPlayer,84,224,308,0,64,UCBPlayer
10319,UCBPlayer,146,251,397,32,45,UCBPlayer
10320,UCBPlayer,89,234,323,3,60,UCBPlayer
10321,UCBPlayer,138,243,381,28,49,UCBPlayer
10322,UCBPlayer,97,242,339,7,56,UCBPlayer
10323,UCBPlayer,130,235,365,24,53,UCBPlayer
10324,UCBPlayer,105,250,355,11,52,UCBPlayer
10325,UCBPlayer,122,227,349,20,57,UCBPlayer
10326,UCBPlayer,109,259,368,15,49,UCBPlayer
10327,UCBPlayer,118,218,336,16,60,UCBPlayer
10328,UCBPlayer,117,267,384,19,45,UCBPlayer
10329,UCBPlayer,110,210,320,12,64,UCBPlayer
10330,UCBPlayer,126,271,397,23,42,UCBPlayer
10331,UCBPlayer,105,210,315,10,65,UCBPlayer
10332,UCBPlayer,130,275,405,25,40,UCBPlayer
10333,UCBPlayer,105,210,315,10,65,UCBPlayer
10334,UCBPlayer,130,275,405,25,40,UCBPlayer
10335,UCBPlayer,106,206,312,10,66,UCBPlayer
10336,UCBPlayer,130,275,405,25,40,UCBPlayer
10337,UCBPlayer,105,210,315,10,65,UCBPlayer
10338,UCBPlayer,131,271,402,25,41,UCBPlayer
10339,UCBPlayer,105,210,315,10,65,UCBPlayer
10340,UCBPlayer,130,275,405,25,40,UCBPlayer
10341,UCBPlayer,105,210,315,10,65,UCBPlayer
10342,UCBPlayer,130,275,405,25,40,UCBPlayer
10343,UCBPlayer,103,203,306,10,68,UCBPlayer
10344,UCBPlayer,128,283,411,25,38,UCBPlayer
10345,UCBPlayer,111,186,297,10,71,UCBPlayer
10346,UCBPlayer,124,299,423,25,34,UCBPlayer
10347,UCBPlayer,115,170,285,10,75,UCBPlayer
10348,UCBPlayer,120,315,435,25,30,UCBPlayer
10349,UCBPlayer,119,154,273,10,79,UCBPlayer
10350,UCBPlayer,112,332,444,25,27,UCBPlayer
10351,UCBPlayer,127,137,264,10,82,UCBPlayer
10352,UCBPlayer,104,349,453,25,24,UCBPlayer
10353,UCBPlayer,126,126,252,7,85,Tie
10354,UCBPlayer,111,351,462,28,22,UCBPlayer
10355,UCBPlayer,116,126,242,3,87,UCBPlayer
10356,UCBPlayer,122,347,469,32,21,UCBPlayer
10357,UCBPlayer,107,132,239,0,87,UCBPlayer
10358,UCBPlayer,132,337,469,35,22,UCBPlayer
10359,UCBPlayer,103,148,251,0,83,UCBPlayer
10360,UCBPlayer,136,321,457,35,26,UCBPlayer
10361,UCBPlayer,99,164,263,0,79,UCBPlayer
10362,UCBPlayer,140,305,445,35,30,UCBPlayer
10363,UCBPlayer,95,180,275,0,75,UCBPlayer
10364,UCBPlayer,144,289,433,35,34,UCBPlayer
10365,UCBPlayer,91,196,287,0,71,UCBPlayer
10366,UCBPlayer,148,273,421,35,38,UCBPlayer
10367,UCBPlayer,87,212,299,0,67,UCBPlayer
10368,UCBPlayer,152,257,409,35,42,UCBPlayer
10369,UCBPlayer,84,224,308,0,64,UCBPlayer
10370,UCBPlayer,146,251,397,32,45,UCBPlayer
10371,UCBPlayer,89,234,323,3,60,UCBPlayer
10372,UCBPlayer,138,243,381,28,49,UCBPlayer
10373,UCBPlayer,97,242,339,7,56,UCBPlayer
10374,UCBPlayer,130,235,365,24,53,UCBPlayer
10375,UCBPlayer,105,250,355,11,52,UCBPlayer
10376,UCBPlayer,122,227,349,20,57,UCBPlayer
10377,UCBPlayer,109,259,368,15,49,UCBPlayer
10378,UCBPlayer,118,218,336,16,60,UCBPlayer
10379,UCBPlayer,117,267,384,19,45,UCBPlayer
10380,UCBPlayer,110,210,320,12,64,UCBPlayer
10381,UCBPlayer,126,271,397,23,42,UCBPlayer
10382,UCBPlayer,105,210,315,10,65,UCBPlayer
10383,UCBPlayer,130,275,405,25,40,UCBPlayer
10384,UCBPlayer,105,210,315,10,65,UCBPlayer
10385,UCBPlayer,130,275,405,25,40,UCBPlayer
10386,UCBPlayer,106,206,312,10,66,UCBPlayer
10387,UCBPlayer,130,275,405,25,40,UCBPlayer
10388,UCBPlayer,105,210,315,10,65,UCBPlayer
10389,UCBPlayer,131,271,402,25,41,UCBPlayer
10390,UCBPlayer,105,210,315,10,65,UCBPlayer
10391,UCBPlayer,130,275,405,25,40,UCBPlayer
10392,UCBPlayer,105,210,315,10,65,UCBPlayer
10393,UCBPlayer,130,275,405,25,40,UCBPlayer
10394,UCBPlayer,103,203,306,10,68,UCBPlayer
10395,UCBPlayer,128,283,411,25,38,UCBPlayer
10396,UCBPlayer,111,186,297,10,71,UCBPlayer
10397,UCBPlayer,124,299,423,25,34,UCBPlayer
10398,UCBPlayer,115,170,285,10,75,UCBPlayer
10399,UCBPlayer,120,315,435,25,30,UCBPlayer
10400,UCBPlayer,119,154,273,10,79,UCBPlayer
10401,UCBPlayer,112,332,444,25,27,UCBPlayer
10402,UCBPlayer,127,137,264,10,82,UCBPlayer
10403,UCBPlayer,104,349,453,25,24,UCBPlayer
10404,UCBPlayer,126,126,252,7,85,Tie
10405,UCBPlayer,111,351,462,28,22,UCBPlayer
10406,UCBPlayer,116,126,242,3,87,UCBPlayer
10407,UCBPlayer,122,347,469,32,21,UCBPlayer
10408,UCBPlayer,107,132,239,0,87,UCBPlayer
10409,UCBPlayer,132,337,469,35,22,UCBPlayer
10410,UCBPlayer,103,148,251,0,83,UCBPlayer
10411,UCBPlayer,136,321,457,35,26,UCBPlayer
10412,UCBPlayer,99,164,263,0,79,UCBPlayer
10413,UCBPlayer,140,305,445,35,30,UCBPlayer
10414,UCBPlayer,95,180,275,0,75,UCBPlayer
10415,UCBPlayer,144,289,433,35,34,UCBPlayer
10416,UCBPlayer,91,196,287,0,71,UCBPlayer
10417,UCBPlayer,148,273,421,35,38,UCBPlayer
10418,UCBPlayer,87,212,299,0,67,UCBPlayer
10419,UCBPlayer,152,257,409,35,42,UCBPlayer
10420,UCBPlayer,84,224,308,0,64,UCBPlayer
10421,UCBPlayer,146,251,397,32,45,UCBPlayer
10422,UCBPlayer,89,234,323,3,60,UCBPlayer
10423,UCBPlayer,138,243,381,28,49,UCBPlayer
10424,UCBPlayer,97,242,339,7,56,UCBPlayer
10425,UCBPlayer,130,235,365,24,53,UCBPlayer
10426,UCBPlayer,105,250,355,11,52,UCBPlayer
10427,UCBPlayer,122,227,349,20,57,UCBPlayer
10428,UCBPlayer,109,259,368,15,49,UCBPlayer
10429,UCBPlayer,118,218,336,16,60,UCBPlayer
10430,UCBPlayer,117,267,384,19,45,UCBPlayer
10431,UCBPlayer,110,210,320,12,64,UCBPlayer
10432,UCBPlayer,126,271,397,23,42,UCBPlayer
10433,UCBPlayer,105,210,315,10,65,UCBPlayer
10434,UCBPlayer,130,275,405,25,40,UCBPlayer
10435,UCBPlayer,105,210,315,10,65,UCBPlayer
10436,UCBPlayer,130,275,405,25,40,UCBPlayer
10437,UCBPlayer,106,206,312,10,66,UCBPlayer
10438,UCBPlayer,130,275,405,25,40,UCBPlayer
10439,UCBPlayer,105,210,315,10,65,UCBPlayer
10440,UCBPlayer,131,271,402,25,41,UCBPlayer
10441,UCBPlayer,105,210,315,10,65,UCBPlayer
10442,UCBPlayer,130,275,405,25,40,UCBPlayer
10443,UCBPlayer,105,210,315,10,65,UCBPlayer
10444,UCBPlayer,130,275,405,25,40,UCBPlayer
10445,UCBPlayer,103,203,306,10,68,UCBPlayer
10446,UCBPlayer,128,283,411,25,38,UCBPlayer
10447,UCBPlayer,111,186,297,10,71,UCBPlayer
10448,UCBPlayer,124,299,423,25,34,UCBPlayer
10449,UCBPlayer,115,170,285,10,75,UCBPlayer
10450,UCBPlayer,120,315,435,25,30,UCBPlayer
10451,UCBPlayer,119,154,273,10,79,UCBPlayer
10452,UCBPlayer,112,332,444,25,27,UCBPlayer
10453,UCBPlayer,127,137,264,10,82,UCBPlayer
10454,UCBPlayer,104,349,453,25,24,UCBPlayer
10455,UCBPlayer,126,126,252,7,85,Tie
10456,UCBPlayer,111,351,462,28,22,UCBPlayer
10457,UCBPlayer,116,126,242,3,87,UCBPlayer
10458,UCBPlayer,122,347,469,32,21,UCBPlayer
10459,UCBPlayer,107,132,239,0,87,UCBPlayer
10460,UCBPlayer,132,337,469,35,22,UCBPlayer
10461,UCBPlayer,103,148,251,0,83,UCBPlayer
10462,UCBPlayer,136,321,457,35,26,UCBPlayer
10463,UCBPlayer,99,164,263,0,79,UCBPlayer
10464,UCBPlayer,140,305,445,35,30,UCBPlayer
10465,UCBPlayer,95,180,275,0,75,UCBPlayer
10466,UCBPlayer,144,289,433,35,34,UCBPlayer
10467,UCBPlayer,91,196,287,0,71,UCBPlayer
10468,UCBPlayer,148,273,421,35,38,UCBPlayer
10469,UCBPlayer,87,212,299,0,67,UCBPlayer
10470,UCBPlayer,152,257,409,35,42,UCBPlayer
10471,UCBPlayer,84,224,308,0,64,UCBPlayer
10472,UCBPlayer,146,251,397,32,45,UCBPlayer
10473,UCBPlayer,89,234,323,3,60,UCBPlayer
10474,UCBPlayer,138,243,381,28,49,UCBPlayer
10475,UCBPlayer,97,242,339,7,56,UCBPlayer
10476,UCBPlayer,130,235,365,24,53,UCBPlayer
10477,UCBPlayer,105,250,355,11,52,UCBPlayer
10478,UCBPlayer,122,227,349,20,57,UCBPlayer
10479,UCBPlayer,109,259,368,15,49,UCBPlayer
10480,UCBPlayer,118,218,336,16,60,UCBPlayer
10481,UCBPlayer,117,267,384,19,45,UCBPlayer
10482,UCBPlayer,110,210,320,12,64,UCBPlayer
10483,UCBPlayer,126,271,397,23,42,UCBPlayer
10484,UCBPlayer,105,210,315,10,65,UCBPlayer
10485,UCBPlayer,130,275,405,25,40,UCBPlayer
10486,UCBPlayer,105,210,315,10,65,UCBPlayer
10487,UCBPlayer,130,275,405,25,40,UCBPlayer
10488,UCBPlayer,106,206,312,10,66,UCBPlayer
10489,UCBPlayer,130,275,405,25,40,UCBPlayer
10490,UCBPlayer,105,210,315,10,65,UCBPlayer
10491,UCBPlayer,131,271,402,25,41,UCBPlayer
10492,UCBPlayer,105,210,315,10,65,UCBPlayer
10493,UCBPlayer,130,275,405,25,40,UCBPlayer
10494,UCBPlayer,105,210,315,10,65,UCBPlayer
10495,UCBPlayer,130,275,405,25,40,UCBPlayer
10496,UCBPlayer,103,203,306,10,68,UCBPlayer
10497,UCBPlayer,128,283,411,25,38,UCBPlayer
10498,UCBPlayer,111,186,297,10,71,UCBPlayer
10499,UCBPlayer,124,299,423,25,34,UCBPlayer
10500,UCBPlayer,115,170,285,10,75,UCBPlayer
10501,UCBPlayer,120,315,435,25,30,UCBPlayer
10502,UCBPlayer,119,154,273,10,79,UCBPlayer
10503,UCBPlayer,112,332,444,25,27,UCBPlayer
10504,UCBPlayer,127,137,264,10,82,UCBPlayer
10505,UCBPlayer,104,349,453,25,24,UCBPlayer
10506,UCBPlayer,126,126,252,7,85,Tie
10507,UCBPlayer,111,351,462,28,22,UCBPlayer
10508,UCBPlayer,116,126,242,3,87,UCBPlayer
10509,UCBPlayer,122,347,469,32,21,UCBPlayer
10510,UCBPlayer,107,132,239,0,87,UCBPlayer
10511,UCBPlayer,132,337,469,35,22,UCBPlayer
10512,UCBPlayer,103,148,251,0,83,UCBPlayer
10513,UCBPlayer,136,321,457,35,26,UCBPlayer
10514,UCBPlayer,99,164,263,0,79,UCBPlayer
10515,UCBPlayer,140,305,445,35,30,UCBPlayer
10516,UCBPlayer,95,180,275,0,75,UCBPlayer
10517,UCBPlayer,144,289,433,35,34,UCBPlayer
10518,UCBPlayer,91,196,287,0,71,UCBPlayer
10519,UCBPlayer,148,273,421,35,38,UCBPlayer
10520,UCBPlayer,87,212,299,0,67,UCBPlayer
10521,UCBPlayer,152,257,409,35,42,UCBPlayer
10522,UCBPlayer,84,224,308,0,64,UCBPlayer
10523,UCBPlayer,146,251,397,32,45,UCBPlayer
10524,UCBPlayer,89,234,323,3,60,UCBPlayer
10525,UCBPlayer,138,243,381,28,49,UCBPlayer
10526,UCBPlayer,97,242,339,7,56,UCBPlayer
10527,UCBPlayer,130,235,365,24,53,UCBPlayer
10528,UCBPlayer,105,250,355,11,52,UCBPlayer
10529,UCBPlayer,122,227,349,20,57,UCBPlayer
10530,UCBPlayer,109,259,368,15,49,UCBPlayer
10531,UCBPlayer,118,218,336,16,60,UCBPlayer
10532,UCBPlayer,117,267,384,19,45,UCBPlayer
10533,UCBPlayer,110,210,320,12,64,UCBPlayer
10534,UCBPlayer,126,271,397,23,42,UCBPlayer
10535,UCBPlayer,105,210,315,10,65,UCBPlayer
10536,UCBPlayer,130,275,405,25,40,UCBPlayer
10537,UCBPlayer,105,210,315,10,65,UCBPlayer
10538,UCBPlayer,130,275,405,25,40,UCBPlayer
10539,UCBPlayer,106,206,312,10,66,UCBPlayer
10540,UCBPlayer,130,275,405,25,40,UCBPlayer
10541,UCBPlayer,105,210,315,10,65,UCBPlayer
10542,UCBPlayer,131,271,402,25,41,UCBPlayer
10543,UCBPlayer,105,210,315,10,65,UCBPlayer
10544,UCBPlayer,130,275,405,25,40,UCBPlayer
10545,UCBPlayer,105,210,315,10,65,UCBPlayer
10546,UCBPlayer,130,275,405,25,40,UCBPlayer
10547,UCBPlayer,103,203,306,10,68,UCBPlayer
10548,UCBPlayer,128,283,411,25,38,UCBPlayer
10549,UCBPlayer,111,186,297,10,71,UCBPlayer
10550,UCBPlayer,124,299,423,25,34,UCBPlayer
10551,UCBPlayer,115,170,285,10,75,UCBPlayer
10552,UCBPlayer,120,315,435,25,30,UCBPlayer
10553,UCBPlayer,119,154,273,10,79,UCBPlayer
10554,UCBPlayer,112,332,444,25,27,UCBPlayer
10555,UCBPlayer,127,137,264,10,82,UCBPlayer
10556,UCBPlayer,104,349,453,25,24,UCBPlayer
10557,UCBPlayer,126,126,252,7,85,Tie
10558,UCBPlayer,111,351,462,28,22,UCBPlayer
10559,UCBPlayer,116,126,242,3,87,UCBPlayer
10560,UCBPlayer,122,347,469,32,21,UCBPlayer
10561,UCBPlayer,107,132,239,0,87,UCBPlayer
10562,UCBPlayer,132,337,469,35,22,UCBPlayer
10563,UCBPlayer,103,148,251,0,83,UCBPlayer
10564,UCBPlayer,136,321,457,35,26,UCBPlayer
10565,UCBPlayer,99,164,263,0,79,UCBPlayer
10566,UCBPlayer,140,305,445,35,30,UCBPlayer
10567,UCBPlayer,95,180,275,0,75,UCBPlayer
10568,UCBPlayer,144,289,433,35,34,UCBPlayer
10569,UCBPlayer,91,196,287,0,71,UCBPlayer
10570,UCBPlayer,148,273,421,35,38,UCBPlayer
10571,UCBPlayer,87,212,299,0,67,UCBPlayer
10572,UCBPlayer,152,257,409,35,42,UCBPlayer
10573,UCBPlayer,84,224,308,0,64,UCBPlayer
10574,UCBPlayer,146,251,397,32,45,UCBPlayer
10575,UCBPlayer,89,234,323,3,60,UCBPlayer
10576,UCBPlayer,138,243,381,28,49,UCBPlayer
10577,UCBPlayer,97,242,339,7,56,UCBPlayer
10578,UCBPlayer,130,235,365,24,53,UCBPlayer
10579,UCBPlayer,105,250,355,11,52,UCBPlayer
10580,UCBPlayer,122,227,349,20,57,UCBPlayer
10581,UCBPlayer,109,259,368,15,49,UCBPlayer
10582,UCBPlayer,118,218,336,16,60,UCBPlayer
10583,UCBPlayer,117,267,384,19,45,UCBPlayer
10584,UCBPlayer,110,210,320,12,64,UCBPlayer
10585,UCBPlayer,126,271,397,23,42,UCBPlayer
10586,UCBPlayer,105,210,315,10,65,UCBPlayer
10587,UCBPlayer,130,275,405,25,40,UCBPlayer
10588,UCBPlayer,105,210,315,10,65,UCBPlayer
10589,UCBPlayer,130,275,405,25,40,UCBPlayer
10590,UCBPlayer,106,206,312,10,66,UCBPlayer
10591,UCBPlayer,130,275,405,25,40,UCBPlayer
10592,UCBPlayer,105,210,315,10,65,UCBPlayer
10593,UCBPlayer,131,271,402,25,41,UCBPlayer
10594,UCBPlayer,105,210,315,10,65,UCBPlayer
10595,UCBPlayer,130,275,405,25,40,UCBPlayer
10596,UCBPlayer,105,210,315,10,65,UCBPlayer
10597,UCBPlayer,130,275,405,25,40,UCBPlayer
10598,UCBPlayer,103,203,306,10,68,UCBPlayer
10599,UCBPlayer,128,283,411,25,38,UCBPlayer
10600,UCBPlayer,111,186,297,10,71,UCBPlayer
10601,UCBPlayer,124,299,423,25,34,UCBPlayer
10602,UCBPlayer,115,170,285,10,75,UCBPlayer
10603,UCBPlayer,120,315,435,25,30,UCBPlayer
10604,UCBPlayer,119,154,273,10,79,UCBPlayer
10605,UCBPlayer,112,332,444,25,27,UCBPlayer
10606,UCBPlayer,127,137,264,10,82,UCBPlayer
10607,UCBPlayer,104,349,453,25,24,UCBPlayer
10608,UCBPlayer,126,126,252,7,85,Tie
10609,UCBPlayer,111,351,462,28,22,UCBPlayer
10610,UCBPlayer,116,126,242,3,87,UCBPlayer
10611,UCBPlayer,122,347,469,32,21,UCBPlayer
10612,UCBPlayer,107,132,239,0,87,UCBPlayer
10613,UCBPlayer,132,337,469,35,22,UCBPlayer
10614,UCBPlayer,103,148,251,0,83,UCBPlayer
10615,UCBPlayer,136,321,457,35,26,UCBPlayer
10616,UCBPlayer,99,164,263,0,79,UCBPlayer
10617,UCBPlayer,140,305,445,35,30,UCBPlayer
10618,UCBPlayer,95,180,275,0,75,UCBPlayer
10619,UCBPlayer,144,289,433,35,34,UCBPlayer
10620,UCBPlayer,91,196,287,0,71,UCBPlayer
10621,UCBPlayer,148,273,421,35,38,UCBPlayer
10622,UCBPlayer,87,212,299,0,67,UCBPlayer
10623,UCBPlayer,152,257,409,35,42,UCBPlayer
10624,UCBPlayer,84,224,308,0,64,UCBPlayer
10625,UCBPlayer,146,251,397,32,45,UCBPlayer
10626,UCBPlayer,89,234,323,3,60,UCBPlayer
10627,UCBPlayer,138,243,381,28,49,UCBPlayer
10628,UCBPlayer,97,242,339,7,56,UCBPlayer
10629,UCBPlayer,130,235,365,24,53,UCBPlayer
10630,UCBPlayer,105,250,355,11,52,UCBPlayer
10631,UCBPlayer,122,227,349,20,57,UCBPlayer
10632,UCBPlayer,109,259,368,15,49,UCBPlayer
10633,UCBPlayer,118,218,336,16,60,UCBPlayer
10634,UCBPlayer,117,267,384,19,45,UCBPlayer
10635,UCBPlayer,110,210,320,12,64,UCBPlayer
10636,UCBPlayer,126,271,397,23,42,UCBPlayer
10637,UCBPlayer,105,210,315,10,65,UCBPlayer
10638,UCBPlayer,130,275,405,25,40,UCBPlayer
10639,UCBPlayer,105,210,315,10,65,UCBPlayer
10640,UCBPlayer,130,275,405,25,40,UCBPlayer
10641,UCBPlayer,106,206,312,10,66,UCBPlayer
10642,UCBPlayer,130,275,405,25,40,UCBPlayer
10643,UCBPlayer,105,210,315,10,65,UCBPlayer
10644,UCBPlayer,131,271,402,25,41,UCBPlayer
10645,UCBPlayer,105,210,315,10,65,UCBPlayer
10646,UCBPlayer,130,275,405,25,40,UCBPlayer
10647,UCBPlayer,105,210,315,10,65,UCBPlayer
10648,UCBPlayer,130,275,405,25,40,UCBPlayer
10649,UCBPlayer,103,203,306,10,68,UCBPlayer
10650,UCBPlayer,128,283,411,25,38,UCBPlayer
10651,UCBPlayer,111,186,297,10,71,UCBPlayer
10652,UCBPlayer,124,299,423,25,34,UCBPlayer
10653,UCBPlayer,115,170,285,10,75,UCBPlayer
10654,UCBPlayer,120,315,435,25,30,UCBPlayer
10655,UCBPlayer,119,154,273,10,79,UCBPlayer
10656,UCBPlayer,112,332,444,25,27,UCBPlayer
10657,UCBPlayer,127,137,264,10,82,UCBPlayer
10658,UCBPlayer,104,349,453,25,24,UCBPlayer
10659,UCBPlayer,126,126,252,7,85,Tie
10660,UCBPlayer,111,351,462,28,22,UCBPlayer
10661,UCBPlayer,116,126,242,3,87,UCBPlayer
10662,UCBPlayer,122,347,469,32,21,UCBPlayer
10663,UCBPlayer,107,132,239,0,87,UCBPlayer
10664,UCBPlayer,132,337,469,35,22,UCBPlayer
10665,UCBPlayer,103,148,251,0,83,UCBPlayer
10666,UCBPlayer,136,321,457,35,26,UCBPlayer
10667,UCBPlayer,99,164,263,0,79,UCBPlayer
10668,UCBPlayer,140,305,445,35,30,UCBPlayer
10669,UCBPlayer,95,180,275,0,75,UCBPlayer
10670,UCBPlayer,144,289,433,35,34,UCBPlayer
10671,UCBPlayer,91,196,287,0,71,UCBPlayer
10672,UCBPlayer,148,273,421,35,38,UCBPlayer
10673,UCBPlayer,87,212,299,0,67,UCBPlayer
10674,UCBPlayer,152,257,409,35,42,UCBPlayer
10675,UCBPlayer,84,224,308,0,64,UCBPlayer
10676,UCBPlayer,146,251,397,32,45,UCBPlayer
10677,UCBPlayer,89,234,323,3,60,UCBPlayer
10678,UCBPlayer,138,243,381,28,49,UCBPlayer
10679,UCBPlayer,97,242,339,7,56,UCBPlayer
10680,UCBPlayer,130,235,365,24,53,UCBPlayer
10681,UCBPlayer,105,250,355,11,52,UCBPlayer
10682,UCBPlayer,122,227,349,20,57,UCBPlayer
10683,UCBPlayer,109,259,368,15,49,UCBPlayer
10684,UCBPlayer,118,218,336,16,60,UCBPlayer
10685,UCBPlayer,117,267,384,19,45,UCBPlayer
10686,UCBPlayer,110,210,320,12,64,UCBPlayer
10687,UCBPlayer,126,271,397,23,42,UCBPlayer
10688,UCBPlayer,105,210,315,10,65,UCBPlayer
10689,UCBPlayer,130,275,405,25,40,UCBPlayer
10690,UCBPlayer,105,210,315,10,65,UCBPlayer
10691,UCBPlayer,130,275,405,25,40,UCBPlayer
10692,UCBPlayer,106,206,312,10,66,UCBPlayer
10693,UCBPlayer,130,275,405,25,40,UCBPlayer
10694,UCBPlayer,105,210,315,10,65,UCBPlayer
10695,UCBPlayer,131,271,402,25,41,UCBPlayer
10696,UCBPlayer,105,210,315,10,65,UCBPlayer
10697,UCBPlayer,130,275,405,25,40,UCBPlayer
10698,UCBPlayer,105,210,315,10,65,UCBPlayer
10699,UCBPlayer,130,275,405,25,40,UCBPlayer
10700,UCBPlayer,103,203,306,10,68,UCBPlayer
10701,UCBPlayer,128,283,411,25,38,UCBPlayer
10702,UCBPlayer,111,186,297,10,71,UCBPlayer
10703,UCBPlayer,124,299,423,25,34,UCBPlayer
10704,UCBPlayer,115,170,285,10,75,UCBPlayer
10705,UCBPlayer,120,315,435,25,30,UCBPlayer
10706,UCBPlayer,119,154,273,10,79,UCBPlayer
10707,UCBPlayer,112,332,444,25,27,UCBPlayer
10708,UCBPlayer,127,137,264,10,82,UCBPlayer
10709,UCBPlayer,104,349,453,25,24,UCBPlayer
10710,UCBPlayer,126,126,252,7,85,Tie
10711,UCBPlayer,111,351,462,28,22,UCBPlayer
10712,UCBPlayer,116,126,242,3,87,UCBPlayer
10713,UCBPlayer,122,347,469,32,21,UCBPlayer
10714,UCBPlayer,107,132,239,0,87,UCBPlayer
10715,UCBPlayer,132,337,469,35,22,UCBPlayer
